URN	Rights	Caption
urn:cite:hmt:chsimg.VB019RUV-0020	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 19, recto.
urn:cite:hmt:chsimg.VB019VN-0120	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 19, verso.
urn:cite:hmt:chsimg.VB019VUV-0079	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 19, verso.
urn:cite:hmt:chsimg.VB020RN-0464	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 20, recto.
urn:cite:hmt:chsimg.VB020RUV-0021	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 20, recto.
urn:cite:hmt:chsimg.VB020VN-0120	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 20, verso.
urn:cite:hmt:chsimg.VB020VN-0121	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 20, verso.
urn:cite:hmt:chsimg.VB020VUV-0078	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 20, verso.
urn:cite:hmt:chsimg.VB021RN-0465	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 21, recto.
urn:cite:hmt:chsimg.VB021RUV-0022	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 21, recto.
urn:cite:hmt:chsimg.VB021VN-0122	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 21, verso.
urn:cite:hmt:chsimg.VB021VUV-0077	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 21, verso.
urn:cite:hmt:chsimg.VB022RN-0466	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 22, recto.
urn:cite:hmt:chsimg.VB022RUV-0023	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 22, recto.
urn:cite:hmt:chsimg.VB022VN-0123	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 22, verso.
urn:cite:hmt:chsimg.VB022VUV-0076	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 22, verso.
urn:cite:hmt:chsimg.VB023RN-0467	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 23, recto.
urn:cite:hmt:chsimg.VB023RUV-0024	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 23, recto.
urn:cite:hmt:chsimg.VB023VUV-0075	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 23, verso.
urn:cite:hmt:chsimg.VB024RN-0468	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 24, recto.
urn:cite:hmt:chsimg.VB024RUV-0025	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 24, recto.
urn:cite:hmt:chsimg.VB024VN-0124	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 24, verso.
urn:cite:hmt:chsimg.VB024VUV-0074	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 24, verso.
urn:cite:hmt:chsimg.VB025RN-0469	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 25, recto.
urn:cite:hmt:chsimg.VB025RUV-0026	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 25, recto.
urn:cite:hmt:chsimg.VB025VN-0125	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 25, verso.
urn:cite:hmt:chsimg.VB025VUV-0073	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 25, verso.
urn:cite:hmt:chsimg.VB026RN-0470	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 26, recto.
urn:cite:hmt:chsimg.VB026RUV-0027	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 26, recto.
